CustomerID,RecencyScore,FrequencyScore,MonetaryScore,RFM,RFMScore,CustomerSegment
15448,1,3,5,9,2,At Risk
14497,1,3,5,9,2,At Risk
18159,1,3,5,9,2,At Risk
12988,1,3,5,9,2,At Risk
12945,1,3,5,9,2,At Risk
16135,1,3,5,9,2,At Risk
15894,2,4,3,9,2,At Risk
14479,2,4,3,9,2,At Risk
14886,2,3,4,9,2,At Risk
17701,2,3,4,9,2,At Risk
16105,2,3,4,9,2,At Risk
17492,2,3,4,9,2,At Risk
17438,2,3,4,9,2,At Risk
13718,2,4,3,9,2,At Risk
13740,2,3,4,9,2,At Risk
12982,2,3,4,9,2,At Risk
14619,2,3,4,9,2,At Risk
17362,2,4,3,9,2,At Risk
17697,2,3,4,9,2,At Risk
16947,2,3,4,9,2,At Risk
16217,2,4,3,9,2,At Risk
15225,2,3,4,9,2,At Risk
14242,2,4,3,9,2,At Risk
13485,2,3,4,9,2,At Risk
16823,2,3,4,9,2,At Risk
16834,2,3,4,9,2,At Risk
14022,2,3,4,9,2,At Risk
17501,2,4,3,9,2,At Risk
13711,2,4,3,9,2,At Risk
16319,2,3,4,9,2,At Risk
17604,2,4,3,9,2,At Risk
13642,2,3,4,9,2,At Risk
12888,2,4,3,9,2,At Risk
15063,2,3,4,9,2,At Risk
13052,2,3,4,9,2,At Risk
14288,2,3,4,9,2,At Risk
15732,2,4,3,9,2,At Risk
14988,2,3,4,9,2,At Risk
13837,2,4,3,9,2,At Risk
14888,2,3,4,9,2,At Risk
13976,2,3,4,9,2,At Risk
13887,2,3,4,9,2,At Risk
13737,2,3,4,9,2,At Risk
13479,2,4,3,9,2,At Risk
14985,2,4,3,9,2,At Risk
18190,2,4,3,9,2,At Risk
13062,2,3,4,9,2,At Risk
16529,2,3,4,9,2,At Risk
15405,2,3,4,9,2,At Risk
17708,2,4,3,9,2,At Risk
14512,2,4,3,9,2,At Risk
16883,2,4,3,9,2,At Risk
15386,2,3,4,9,2,At Risk
17854,2,4,3,9,2,At Risk
15912,2,4,3,9,2,At Risk
15585,2,3,4,9,2,At Risk
13343,3,3,3,9,2,At Risk
16739,3,3,3,9,2,At Risk
15130,3,3,3,9,2,At Risk
16647,3,4,2,9,2,At Risk
17969,3,4,2,9,2,At Risk
14327,3,3,3,9,2,At Risk
17781,3,4,2,9,2,At Risk
13699,3,3,3,9,2,At Risk
18013,3,4,2,9,2,At Risk
14104,3,4,2,9,2,At Risk
18024,3,4,2,9,2,At Risk
13667,3,3,3,9,2,At Risk
16450,3,3,3,9,2,At Risk
14847,3,3,3,9,2,At Risk
17866,3,3,3,9,2,At Risk
15623,3,3,3,9,2,At Risk
18146,3,4,2,9,2,At Risk
17941,3,3,3,9,2,At Risk
16835,3,4,2,9,2,At Risk
15254,3,3,3,9,3,At Risk
17248,3,3,3,9,3,At Risk
17070,3,3,3,9,3,At Risk
16582,3,3,3,9,3,At Risk
16952,3,4,2,9,3,At Risk
13466,4,2,3,9,3,At Risk
16828,4,4,1,9,3,At Risk
13441,4,2,3,9,3,At Risk
15035,4,2,3,9,3,At Risk
16451,4,2,3,9,3,At Risk
17898,4,4,1,9,3,At Risk
16215,4,2,3,9,3,At Risk
13127,4,2,3,9,3,At Risk
17498,4,2,3,9,3,At Risk
15154,4,2,3,9,3,At Risk
14908,4,2,3,9,3,At Risk
13061,4,2,3,9,3,At Risk
13886,4,2,3,9,3,At Risk
17506,4,2,3,9,3,At Risk
15774,4,2,3,9,3,At Risk
14518,5,2,2,9,3,At Risk
12923,5,2,2,9,3,At Risk
16895,5,2,2,9,3,At Risk
13348,5,2,2,9,3,At Risk
13419,5,2,2,9,3,At Risk
18088,5,2,2,9,3,At Risk
16921,5,2,2,9,3,At Risk
14801,5,2,2,9,3,At Risk
15886,5,2,2,9,3,At Risk
13980,5,2,2,9,3,At Risk
18169,5,2,2,9,3,At Risk
18126,5,2,2,9,3,At Risk
16179,5,2,2,9,3,At Risk
13690,5,2,2,9,3,At Risk
16753,5,2,2,9,3,At Risk
16773,5,2,2,9,3,At Risk
17279,5,2,2,9,3,At Risk
13858,5,2,2,9,3,At Risk
16932,5,2,2,9,3,At Risk
18042,5,2,2,9,3,At Risk
15335,5,2,2,9,3,At Risk
14830,5,2,2,9,3,At Risk
17206,5,2,2,9,3,At Risk
17534,5,2,2,9,3,At Risk
14381,5,2,2,9,3,At Risk
15327,5,2,2,9,3,At Risk
15604,5,2,2,9,3,At Risk
15637,5,2,2,9,3,At Risk
16846,5,2,2,9,3,At Risk
17344,6,1,2,9,3,At Risk
14295,6,1,2,9,3,At Risk
16953,7,1,1,9,3,At Risk
13992,7,1,1,9,3,At Risk
16516,7,1,1,9,3,At Risk
17038,7,1,1,9,3,At Risk
13522,7,1,1,9,3,At Risk
14968,7,1,1,9,3,At Risk
17791,7,1,1,9,3,At Risk
17901,7,1,1,9,3,At Risk
15463,7,1,1,9,3,At Risk
18209,7,1,1,9,3,At Risk
14661,7,1,1,9,3,At Risk
13170,7,1,1,9,3,At Risk
17538,7,1,1,9,3,At Risk
15168,7,1,1,9,3,At Risk
12938,7,1,1,9,3,At Risk
14494,7,1,1,9,3,At Risk
15419,7,1,1,9,3,At Risk
14109,7,1,1,9,3,At Risk
15657,7,1,1,9,3,At Risk
13160,7,1,1,9,3,At Risk
15435,7,1,1,9,3,At Risk
14641,7,1,1,9,3,At Risk
14073,7,1,1,9,3,At Risk
16718,1,4,5,10,3,At Risk
13270,1,4,5,10,3,At Risk
13874,1,4,5,10,3,At Risk
15222,1,4,5,10,3,At Risk
15415,1,4,5,10,3,At Risk
13506,1,5,4,10,3,At Risk
17223,1,5,4,10,3,At Risk
13800,1,4,5,10,3,At Risk
17291,1,4,5,10,3,At Risk
17358,1,5,4,10,3,At Risk
13044,1,4,5,10,3,At Risk
15303,1,4,5,10,3,At Risk
17499,1,4,5,10,3,At Risk
16072,1,4,5,10,3,At Risk
14036,1,4,5,10,3,At Risk
14670,1,5,4,10,3,At Risk
14114,1,5,4,10,3,At Risk
15695,1,5,4,10,3,At Risk
16250,1,5,4,10,3,At Risk
16022,1,4,5,10,3,At Risk
13357,1,4,5,10,3,At Risk
13043,2,3,5,10,3,At Risk
17580,2,6,2,10,3,At Risk
16142,2,3,5,10,3,At Risk
16586,2,3,5,10,3,At Risk
17140,2,3,5,10,3,At Risk
16643,2,3,5,10,3,At Risk
15109,2,3,5,10,3,At Risk
15655,2,3,5,10,3,At Risk
15891,2,3,5,10,3,At Risk
18078,2,4,4,10,3,At Risk
14873,2,3,5,10,3,At Risk
14489,2,3,5,10,3,At Risk
14320,2,4,4,10,3,At Risk
16356,2,6,2,10,3,At Risk
13398,2,3,5,10,3,At Risk
15918,2,4,4,10,3,At Risk
16832,2,6,2,10,3,At Risk
16614,2,3,5,10,3,At Risk
14491,2,4,4,10,3,At Risk
14162,3,4,3,10,3,At Risk
15921,3,3,4,10,3,At Risk
13936,3,3,4,10,3,At Risk
14656,3,4,3,10,3,At Risk
16545,3,3,4,10,3,At Risk
13300,3,3,4,10,3,At Risk
17123,3,3,4,10,3,At Risk
12922,3,3,4,10,3,At Risk
13833,3,3,4,10,3,At Risk
13085,3,4,3,10,3,At Risk
13291,3,3,4,10,3,At Risk
13338,3,3,4,10,3,At Risk
16091,3,4,3,10,3,At Risk
14264,3,4,3,10,3,At Risk
13955,3,4,3,10,3,At Risk
13754,3,4,3,10,3,At Risk
17948,3,3,4,10,3,At Risk
12833,3,3,4,10,3,At Risk
16305,3,3,4,10,3,At Risk
17040,3,3,4,10,3,At Risk
15639,3,3,4,10,3,At Risk
15942,3,3,4,10,3,At Risk
16147,3,3,4,10,3,At Risk
15120,3,3,4,10,3,At Risk
17267,3,4,3,10,3,At Risk
14079,3,3,4,10,3,At Risk
14053,3,4,3,10,3,At Risk
15247,3,3,4,10,3,At Risk
13217,3,6,1,10,3,At Risk
14024,3,4,3,10,3,At Risk
15689,3,4,3,10,3,At Risk
15342,3,3,4,10,3,At Risk
16272,3,3,4,10,3,At Risk
15472,3,3,4,10,3,At Risk
17256,3,4,3,10,3,At Risk
14196,3,3,4,10,3,At Risk
13045,4,3,3,10,3,At Risk
13470,4,4,2,10,3,At Risk
16761,4,3,3,10,3,At Risk
16400,4,3,3,10,3,At Risk
15198,4,4,2,10,3,At Risk
18215,4,3,3,10,3,At Risk
16796,4,3,3,10,3,At Risk
17433,4,3,3,10,3,At Risk
12884,4,3,3,10,3,At Risk
16080,4,4,2,10,3,At Risk
16777,4,4,2,10,3,At Risk
14951,4,3,3,10,3,At Risk
16627,4,3,3,10,3,At Risk
16715,4,3,3,10,3,At Risk
18066,4,3,3,10,3,At Risk
17154,4,3,3,10,3,At Risk
17172,4,3,3,10,3,At Risk
15243,4,3,3,10,3,At Risk
14473,4,4,2,10,3,At Risk
16181,4,3,3,10,3,At Risk
15185,4,3,3,10,3,At Risk
13972,4,4,2,10,3,At Risk
17376,4,4,2,10,3,At Risk
18053,5,2,3,10,3,At Risk
13177,5,2,3,10,3,At Risk
16432,5,2,3,10,3,At Risk
13504,5,2,3,10,3,At Risk
13806,5,2,3,10,3,At Risk
13259,5,2,3,10,3,At Risk
13283,5,4,1,10,3,At Risk
16861,5,4,1,10,3,At Risk
16793,5,2,3,10,3,At Risk
14975,5,2,3,10,3,At Risk
16413,5,2,3,10,3,At Risk
16848,5,2,3,10,3,At Risk
17824,5,2,3,10,3,At Risk
17125,5,2,3,10,3,At Risk
14495,5,4,1,10,3,At Risk
15286,5,2,3,10,3,At Risk
13598,6,2,2,10,3,At Risk
16017,6,2,2,10,3,At Risk
18045,6,2,2,10,3,At Risk
16415,6,2,2,10,3,At Risk
14598,6,2,2,10,3,At Risk
16680,6,2,2,10,3,At Risk
16847,6,2,2,10,3,At Risk
14357,6,2,2,10,3,At Risk
16026,6,2,2,10,3,At Risk
17684,6,2,2,10,3,At Risk
14218,6,2,2,10,3,At Risk
15096,6,2,2,10,3,At Risk
16190,6,2,2,10,3,At Risk
14485,6,2,2,10,3,At Risk
17947,6,2,2,10,3,At Risk
13271,6,2,2,10,3,At Risk
16914,6,2,2,10,3,At Risk
17233,6,2,2,10,3,At Risk
16887,6,2,2,10,3,At Risk
15598,6,2,2,10,3,At Risk
13532,6,2,2,10,3,At Risk
16445,6,2,2,10,3,At Risk
14929,6,2,2,10,3,At Risk
13710,6,2,2,10,3,At Risk
16720,7,1,2,10,3,At Risk
14714,7,1,2,10,3,At Risk
17286,7,1,2,10,3,At Risk
16784,8,1,1,10,3,At Risk
16666,8,1,1,10,3,At Risk
14300,8,1,1,10,3,At Risk
12984,8,1,1,10,3,At Risk
13832,8,1,1,10,3,At Risk
13403,8,1,1,10,3,At Risk
18249,8,1,1,10,3,At Risk
17297,8,1,1,10,3,At Risk
18084,8,1,1,10,3,At Risk
14581,8,1,1,10,3,At Risk
18184,8,1,1,10,3,At Risk
15428,8,1,1,10,3,At Risk
13638,8,1,1,10,3,At Risk
16856,8,1,1,10,3,At Risk
14946,8,1,1,10,3,At Risk
13188,8,1,1,10,3,At Risk
17359,8,1,1,10,3,At Risk
13370,1,4,6,11,3,At Risk
12872,1,5,5,11,3,At Risk
17890,1,5,5,11,3,At Risk
16222,1,4,6,11,3,At Risk
18095,1,5,5,11,3,At Risk
14496,1,5,5,11,3,At Risk
17392,1,5,5,11,3,At Risk
13893,1,4,6,11,3,At Risk
16494,1,4,6,11,3,At Risk
13753,1,4,6,11,3,At Risk
15456,1,6,4,11,3,At Risk
14779,1,6,4,11,3,At Risk
14603,1,4,6,11,3,At Risk
16377,1,4,6,11,3,At Risk
17507,1,5,5,11,3,At Risk
13341,1,4,6,11,3,At Risk
13452,1,5,5,11,3,At Risk
18071,2,5,4,11,3,At Risk
13649,2,5,4,11,3,At Risk
15424,2,5,4,11,3,At Risk
15442,2,4,5,11,3,At Risk
17035,2,5,4,11,3,At Risk
16552,2,5,4,11,3,At Risk
17142,2,4,5,11,3,At Risk
16957,2,5,4,11,3,At Risk
15935,2,5,4,11,3,At Risk
15230,2,5,4,11,3,At Risk
16163,2,5,4,11,3,At Risk
15223,2,5,4,11,3,At Risk
15147,2,4,5,11,3,At Risk
15759,2,6,3,11,3,At Risk
17970,2,4,5,11,3,At Risk
14000,2,4,5,11,3,At Risk
16116,2,4,5,11,3,At Risk
14620,2,5,4,11,3,At Risk
13243,2,4,5,11,3,At Risk
16226,2,6,3,11,3,At Risk
17550,2,6,3,11,3,At Risk
16275,2,4,5,11,3,At Risk
16763,2,4,5,11,3,At Risk
12891,2,6,3,11,3,At Risk
13533,2,6,3,11,3,At Risk
14823,2,6,3,11,3,At Risk
17795,2,5,4,11,3,At Risk
15389,3,3,5,11,3,At Risk
15825,3,3,5,11,3,At Risk
15507,3,3,5,11,3,At Risk
17440,3,6,2,11,3,At Risk
12875,3,4,4,11,3,At Risk
16866,3,6,2,11,3,At Risk
15149,3,3,5,11,3,At Risk
17053,3,3,5,11,3,At Risk
13116,3,3,5,11,3,At Risk
17958,3,3,5,11,3,At Risk
16536,3,3,5,11,3,At Risk
13003,4,6,1,11,3,At Risk
16808,4,4,3,11,3,At Risk
14171,4,3,4,11,3,At Risk
17229,4,4,3,11,3,At Risk
17339,4,4,3,11,3,At Risk
13210,4,3,4,11,3,At Risk
13889,4,3,4,11,3,At Risk
18222,4,3,4,11,3,At Risk
15652,4,3,4,11,3,At Risk
13372,4,3,4,11,3,At Risk
15343,4,3,4,11,3,At Risk
14660,4,4,3,11,3,At Risk
15466,4,3,4,11,3,At Risk
14420,4,3,4,11,3,At Risk
16048,4,4,3,11,3,At Risk
14915,4,4,3,11,3,At Risk
17786,4,4,3,11,3,At Risk
15975,4,3,4,11,3,At Risk
15099,4,3,4,11,3,At Risk
15523,4,3,4,11,3,At Risk
14124,4,3,4,11,3,At Risk
13774,4,3,4,11,3,At Risk
13228,4,3,4,11,3,At Risk
16236,4,3,4,11,3,At Risk
13529,4,4,3,11,3,At Risk
16978,4,3,4,11,3,At Risk
16485,4,3,4,11,3,At Risk
15475,4,3,4,11,3,At Risk
13670,4,3,4,11,3,At Risk
16198,4,3,4,11,3,At Risk
14757,4,3,4,11,3,At Risk
16689,4,4,3,11,3,At Risk
13787,4,4,3,11,3,At Risk
13927,4,3,4,11,3,At Risk
16778,4,4,3,11,3,At Risk
17783,4,4,3,11,3,At Risk
14947,4,4,3,11,3,At Risk
16574,4,3,4,11,3,At Risk
13347,4,3,4,11,3,At Risk
16404,4,3,4,11,3,At Risk
13801,5,3,3,11,3,At Risk
13792,5,4,2,11,3,At Risk
16803,5,3,3,11,3,At Risk
13845,5,3,3,11,3,At Risk
15766,5,3,3,11,3,At Risk
14501,5,4,2,11,3,At Risk
16104,5,3,3,11,3,At Risk
16430,5,3,3,11,3,At Risk
14624,5,4,2,11,3,At Risk
16123,5,3,3,11,3,At Risk
13897,5,3,3,11,3,At Risk
14484,5,3,3,11,3,At Risk
16177,5,3,3,11,3,At Risk
15565,5,4,2,11,3,At Risk
13669,5,4,2,11,3,At Risk
17111,6,2,3,11,3,At Risk
15277,6,2,3,11,3,At Risk
17186,6,4,1,11,3,At Risk
15320,6,2,3,11,3,At Risk
14764,6,2,3,11,3,At Risk
16601,6,2,3,11,3,At Risk
13103,6,2,3,11,3,At Risk
16648,6,2,3,11,3,At Risk
17403,6,2,3,11,3,At Risk
13651,6,4,1,11,3,At Risk
15526,6,4,1,11,3,At Risk
15986,7,2,2,11,3,At Risk
12893,7,2,2,11,3,At Risk
18014,7,2,2,11,3,At Risk
16433,7,2,2,11,3,At Risk
15692,7,2,2,11,3,At Risk
14789,7,2,2,11,3,At Risk
13603,7,2,2,11,3,At Risk
13146,7,2,2,11,3,At Risk
15458,7,2,2,11,3,At Risk
14666,7,2,2,11,3,At Risk
15758,7,2,2,11,3,At Risk
17153,7,2,2,11,3,At Risk
15432,7,2,2,11,3,At Risk
17680,7,2,2,11,3,At Risk
13926,7,2,2,11,3,At Risk
14362,7,2,2,11,3,At Risk
13828,7,2,2,11,3,At Risk
17650,7,2,2,11,3,At Risk
17904,7,2,2,11,3,At Risk
17301,7,2,2,11,3,At Risk
15988,8,1,2,11,3,At Risk
14349,9,1,1,11,3,At Risk
16789,9,1,1,11,3,At Risk
17942,9,1,1,11,3,At Risk
18174,9,1,1,11,3,At Risk
16988,9,1,1,11,3,At Risk
14219,9,1,1,11,3,At Risk
16597,9,1,1,11,3,At Risk
18015,9,1,1,11,3,At Risk
16270,1,4,7,12,3,At Risk
15464,1,4,7,12,3,At Risk
15649,1,5,6,12,3,At Risk
18085,1,5,6,12,3,At Risk
15100,1,6,5,12,3,At Risk
15171,1,4,7,12,3,At Risk
15107,1,8,3,12,3,At Risk
14411,1,4,7,12,4,At Risk
17912,1,8,3,12,4,At Risk
16216,1,4,7,12,4,At Risk
13707,1,5,6,12,4,At Risk
12845,1,7,4,12,4,At Risk
13934,1,4,7,12,4,At Risk
16256,2,4,6,12,4,At Risk
13368,2,5,5,12,4,At Risk
15832,2,4,6,12,4,At Risk
14220,2,5,5,12,4,At Risk
16378,2,6,4,12,4,At Risk
16010,2,6,4,12,4,At Risk
14616,2,6,4,12,4,At Risk
15246,2,5,5,12,4,At Risk
13731,2,5,5,12,4,At Risk
17374,2,5,5,12,4,At Risk
18183,2,5,5,12,4,At Risk
16109,2,5,5,12,4,At Risk
15092,2,5,5,12,4,At Risk
15381,2,5,5,12,4,At Risk
18133,2,4,6,12,4,At Risk
12976,2,4,6,12,4,At Risk
18218,2,5,5,12,4,At Risk
13531,2,5,5,12,4,At Risk
14896,2,5,5,12,4,At Risk
15648,2,5,5,12,4,At Risk
13339,2,4,6,12,4,At Risk
16838,2,5,5,12,4,At Risk
16034,2,6,4,12,4,At Risk
12999,2,6,4,12,4,At Risk
14377,2,5,5,12,4,At Risk
17375,2,6,4,12,4,At Risk
13885,2,5,5,12,4,At Risk
16230,2,5,5,12,4,At Risk
14222,2,4,6,12,4,At Risk
16276,2,4,6,12,4,At Risk
16484,3,5,4,12,4,At Risk
14998,3,5,4,12,4,At Risk
13453,3,5,4,12,4,At Risk
15976,3,5,4,12,4,At Risk
13656,3,5,4,12,4,At Risk
16473,3,6,3,12,4,At Risk
15483,3,7,2,12,4,At Risk
15889,3,5,4,12,4,At Risk
15920,3,7,2,12,4,At Risk
18037,3,8,1,12,4,At Risk
15577,3,6,3,12,4,At Risk
15795,3,4,5,12,4,At Risk
12915,3,5,4,12,4,At Risk
13821,3,5,4,12,4,At Risk
15713,3,5,4,12,4,At Risk
16112,3,7,2,12,4,At Risk
14400,3,4,5,12,4,At Risk
17931,3,5,4,12,4,At Risk
17926,3,5,4,12,4,At Risk
17615,3,6,3,12,4,At Risk
12917,3,4,5,12,4,At Risk
17252,3,5,4,12,4,At Risk
17742,3,5,4,12,4,At Risk
13242,3,6,3,12,4,At Risk
16340,3,4,5,12,4,At Risk
14301,3,4,5,12,4,At Risk
16820,4,3,5,12,4,At Risk
15462,4,6,2,12,4,At Risk
17333,4,3,5,12,4,At Risk
15417,4,3,5,12,4,At Risk
17415,4,3,5,12,4,At Risk
14014,4,3,5,12,4,At Risk
17480,4,3,5,12,4,At Risk
17805,4,3,5,12,4,At Risk
17513,4,3,5,12,4,At Risk
16650,4,3,5,12,4,At Risk
16183,5,3,4,12,4,At Risk
15930,5,3,4,12,4,At Risk
13351,5,3,4,12,4,At Risk
16881,5,3,4,12,4,At Risk
15739,5,3,4,12,4,At Risk
14184,5,3,4,12,4,At Risk
17222,5,3,4,12,4,At Risk
16758,5,3,4,12,4,At Risk
15127,5,3,4,12,4,At Risk
14333,5,3,4,12,4,At Risk
16909,5,3,4,12,4,At Risk
15837,5,3,4,12,4,At Risk
15264,5,3,4,12,4,At Risk
13602,5,3,4,12,4,At Risk
14819,5,4,3,12,4,At Risk
16462,5,6,1,12,4,At Risk
16595,5,3,4,12,4,At Risk
16685,5,4,3,12,4,At Risk
16982,5,3,4,12,4,At Risk
16776,5,3,4,12,4,At Risk
15553,5,3,4,12,4,At Risk
13666,5,6,1,12,4,At Risk
12824,5,3,4,12,4,At Risk
13359,5,3,4,12,4,At Risk
12908,5,4,3,12,4,At Risk
17190,5,4,3,12,4,At Risk
14761,5,4,3,12,4,At Risk
14537,5,3,4,12,4,At Risk
17614,5,3,4,12,4,At Risk
17181,5,4,3,12,4,At Risk
14555,5,4,3,12,4,At Risk
17771,5,4,3,12,4,At Risk
16052,5,3,4,12,4,At Risk
15994,5,3,4,12,4,At Risk
13760,5,4,3,12,4,At Risk
15545,5,4,3,12,4,At Risk
16674,5,4,3,12,4,At Risk
17201,5,3,4,12,4,At Risk
13923,5,3,4,12,4,At Risk
17205,5,3,4,12,4,At Risk
16737,5,3,4,12,4,At Risk
15678,5,3,4,12,4,At Risk
13594,5,3,4,12,4,At Risk
17973,5,3,4,12,4,At Risk
16826,5,3,4,12,4,At Risk
15803,5,3,4,12,4,At Risk
15664,5,3,4,12,4,At Risk
13245,5,3,4,12,4,At Risk
14638,5,3,4,12,4,At Risk
13573,5,4,3,12,4,At Risk
13974,5,3,4,12,4,At Risk
13917,5,4,3,12,4,At Risk
18147,6,4,2,12,4,At Risk
17928,6,4,2,12,4,At Risk
16071,6,3,3,12,4,At Risk
15659,6,3,3,12,4,At Risk
16690,6,4,2,12,4,At Risk
15385,6,3,3,12,4,At Risk
15667,6,3,3,12,4,At Risk
16830,6,3,3,12,4,At Risk
17166,6,4,2,12,4,At Risk
14995,6,4,2,12,4,At Risk
18270,6,4,2,12,4,At Risk
15612,6,4,2,12,4,At Risk
15010,6,3,3,12,4,At Risk
16318,6,3,3,12,4,At Risk
17608,6,4,2,12,4,At Risk
15153,6,3,3,12,4,At Risk
17011,7,2,3,12,4,At Risk
14863,7,2,3,12,4,At Risk
17977,7,2,3,12,4,At Risk
16936,7,2,3,12,4,At Risk
14953,7,2,3,12,4,At Risk
15863,7,4,1,12,4,At Risk
15556,7,2,3,12,4,At Risk
17896,7,2,3,12,4,At Risk
13449,7,2,3,12,4,At Risk
17549,7,4,1,12,4,At Risk
16414,7,4,1,12,4,At Risk
17561,8,2,2,12,4,At Risk
18110,8,2,2,12,4,At Risk
14052,8,2,2,12,4,At Risk
16406,8,2,2,12,4,At Risk
17253,8,2,2,12,4,At Risk
15567,8,2,2,12,4,At Risk
13739,8,2,2,12,4,At Risk
17600,8,2,2,12,4,At Risk
12920,8,2,2,12,4,At Risk
13322,8,2,2,12,4,At Risk
17010,8,2,2,12,4,At Risk
16482,8,2,2,12,4,At Risk
14966,8,2,2,12,4,At Risk
17885,8,2,2,12,4,At Risk
15540,8,2,2,12,4,At Risk
12966,9,1,2,12,4,At Risk
15992,10,1,1,12,4,At Risk
16569,10,1,1,12,4,At Risk
13328,1,4,8,13,4,At Risk
17062,1,7,5,13,4,At Risk
15881,1,8,4,13,4,At Risk
14176,1,7,5,13,4,At Risk
16997,1,6,6,13,4,At Risk
16037,1,6,6,13,4,At Risk
16152,1,4,8,13,4,At Risk
15353,2,5,6,13,4,At Risk
15589,2,6,5,13,4,At Risk
13221,2,5,6,13,4,At Risk
17990,2,6,5,13,4,At Risk
14672,2,5,6,13,4,At Risk
14770,2,5,6,13,4,At Risk
15333,2,4,7,13,4,At Risk
13151,2,4,7,13,4,At Risk
14009,2,5,6,13,4,At Risk
16567,2,5,6,13,4,At Risk
16449,2,5,6,13,4,At Risk
13294,2,5,6,13,4,At Risk
14625,2,5,6,13,4,At Risk
17409,2,5,6,13,4,At Risk
15780,2,6,5,13,4,At Risk
14450,2,6,5,13,4,At Risk
15069,2,4,7,13,4,At Risk
17749,2,5,6,13,4,At Risk
16644,2,5,6,13,4,At Risk
16805,3,5,5,13,4,At Risk
13005,3,5,5,13,4,At Risk
15076,3,4,6,13,4,At Risk
17630,3,5,5,13,4,At Risk
15384,3,5,5,13,4,At Risk
15258,3,5,5,13,4,At Risk
13856,3,6,4,13,4,At Risk
14481,3,5,5,13,4,At Risk
17391,3,5,5,13,4,At Risk
15349,3,5,5,13,4,At Risk
14338,3,5,5,13,4,At Risk
17765,3,6,4,13,4,At Risk
17046,3,4,6,13,4,At Risk
15646,3,6,4,13,4,At Risk
14645,3,5,5,13,4,At Risk
15334,3,6,4,13,4,At Risk
13583,3,4,6,13,4,At Risk
14905,3,5,5,13,4,At Risk
15182,3,5,5,13,4,At Risk
13675,3,5,5,13,4,At Risk
15045,3,5,5,13,4,At Risk
16998,3,7,3,13,4,At Risk
14891,3,5,5,13,4,At Risk
17259,3,5,5,13,4,At Risk
15402,3,5,5,13,4,At Risk
16054,3,4,6,13,4,At Risk
17265,3,5,5,13,4,At Risk
16948,3,6,4,13,4,At Risk
17649,3,4,6,13,4,At Risk
14002,3,5,5,13,4,At Risk
14885,3,4,6,13,4,At Risk
16324,3,6,4,13,4,At Risk
13402,3,5,5,13,4,At Risk
14331,3,5,5,13,4,At Risk
13248,3,5,5,13,4,At Risk
16788,3,5,5,13,4,At Risk
13355,3,4,6,13,4,At Risk
13388,3,5,5,13,4,At Risk
13888,3,5,5,13,4,At Risk
13873,3,6,4,13,4,At Risk
14323,3,5,5,13,4,At Risk
15232,3,5,5,13,4,At Risk
17045,3,6,4,13,4,At Risk
14460,3,6,4,13,4,At Risk
13933,3,5,5,13,4,At Risk
13140,3,6,4,13,4,At Risk
14687,4,4,5,13,4,At Risk
17189,4,5,4,13,4,At Risk
17134,4,5,4,13,4,At Risk
16780,4,5,4,13,4,At Risk
16141,4,4,5,13,4,At Risk
14753,4,4,5,13,4,At Risk
17640,4,4,5,13,4,At Risk
12871,4,5,4,13,4,At Risk
16211,4,4,5,13,4,At Risk
15675,4,6,3,13,4,At Risk
15433,4,5,4,13,4,At Risk
12930,4,5,4,13,4,At Risk
13390,4,4,5,13,4,At Risk
16629,4,5,4,13,4,At Risk
14272,4,5,4,13,4,At Risk
17572,4,7,2,13,4,At Risk
16613,4,4,5,13,4,At Risk
15579,4,5,4,13,4,At Risk
15300,5,3,5,13,4,At Risk
14317,5,3,5,13,4,At Risk
15193,5,3,5,13,4,At Risk
13930,5,4,4,13,4,At Risk
15091,5,3,5,13,4,At Risk
12863,5,3,5,13,4,At Risk
14798,5,6,2,13,4,At Risk
15006,5,3,5,13,4,At Risk
14967,5,3,5,13,4,At Risk
15592,6,3,4,13,4,At Risk
14139,6,3,4,13,4,At Risk
18240,6,3,4,13,4,At Risk
15158,6,3,4,13,4,At Risk
17024,6,6,1,13,4,At Risk
15516,6,6,1,13,4,At Risk
17878,6,3,4,13,4,At Risk
14752,6,3,4,13,4,At Risk
15014,6,4,3,13,4,At Risk
18261,6,4,3,13,4,At Risk
14716,6,4,3,13,4,At Risk
17839,6,3,4,13,4,At Risk
18067,6,3,4,13,4,At Risk
17255,6,4,3,13,4,At Risk
15360,6,3,4,13,4,At Risk
16836,6,4,3,13,4,At Risk
13544,6,4,3,13,4,At Risk
14528,6,3,4,13,4,At Risk
13904,6,4,3,13,4,At Risk
15551,6,3,4,13,4,At Risk
15345,6,3,4,13,4,At Risk
16555,6,4,3,13,4,At Risk
15025,6,3,4,13,4,At Risk
14517,6,4,3,13,4,At Risk
15870,6,3,4,13,4,At Risk
17430,6,4,3,13,4,At Risk
13587,6,3,4,13,4,At Risk
18164,6,3,4,13,4,At Risk
15957,6,3,4,13,4,At Risk
13272,6,4,3,13,4,At Risk
15597,7,3,3,13,4,At Risk
13460,7,4,2,13,4,At Risk
18117,7,3,3,13,4,At Risk
17793,7,3,3,13,4,At Risk
16519,7,4,2,13,4,At Risk
17510,7,3,3,13,4,At Risk
15124,7,4,2,13,4,At Risk
14902,7,3,3,13,4,At Risk
13091,7,3,3,13,4,At Risk
18276,7,3,3,13,4,At Risk
13962,7,4,2,13,4,At Risk
13960,7,4,2,13,4,At Risk
